term_en,term_zh,type,source,confidence,status,decided_at,notes
Monsieur Hobson,霍布森先生,character,self,0.7,pending,2026-08-11,Monsieur→先生+霍布森
Above,之上,other,self,1.0,approved,2026-08-12,"paratranz复核2026-08-12:普通词常规译法之上,按规则4采用 | 规则直译(普通词) 待G4审核"
Beach-Crow,拾滩鸦,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:按规则2定译拾滩鸦(批8曾作滩鸦) | 规则未覆盖,待人工裁决"
Mme Zèlia,,other,site-miss,0.3,pending,2026-08-11,"规则未覆盖,待人工裁决"
Do I,我吗,other,self,1.0,approved,2026-08-12,"paratranz复核2026-08-12:普通词常规译法我吗,按规则4采用 | 规则未覆盖,待人工裁决"
Felix,费利克斯,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:人工译法费利克斯 vs 原felix,按规则3采用 | 规则直译(普通词) 待G4审核"
An American,美国人,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:按规则4定译美国人 | 规则未覆盖,待人工裁决"
Get,得到,other,self,1.0,approved,2026-08-12,"paratranz复核2026-08-12:普通词常规译法得到,按规则4采用 | 规则直译(普通词) 待G4审核"
Too,too,other,site-hit,0.5,pending,2026-08-11,规则直译(普通词) 待G4审核
Welland,韦兰,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:人工译法韦兰 vs 原welland,按规则3采用 | 规则直译(普通词) 待G4审核"
The White Door,纯白之门,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:按规则2定译纯白之门 | 规则未覆盖,待人工裁决"
Dreams,梦,other,self,1.0,approved,2026-08-12,"paratranz复核2026-08-12:普通词常规译法梦,按规则4采用 | 规则直译(普通词) 待G4审核"
Dr Sinombre,西诺姆布尔医生,character,self,0.7,pending,2026-08-11,Sinombre→西诺姆布尔(pending)+Dr→医生
Grail Experiences,杯之经验,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:按规则4定译杯之经验 | 规则未覆盖,待人工裁决"
Forge Experiences,铸之经验,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:按规则4定译铸之经验 | 规则未覆盖,待人工裁决"
Edge Experiences,刃之经验,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:按规则4定译刃之经验 | 规则未覆盖,待人工裁决"
Appetite,欲望,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:人工译法欲望 vs 原appetite,按规则4采用(与批3 激情名一致) | 规则直译(普通词) 待G4审核"
Always,总是,other,self,1.0,approved,2026-08-12,"paratranz复核2026-08-12:普通词常规译法总是,按规则4采用 | 规则直译(普通词) 待G4审核"
Heart Experiences,心之经验,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:按规则4定译心之经验 | 规则未覆盖,待人工裁决"
Rose Experiences,引之经验,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:按规则4定译引之经验 | 规则未覆盖,待人工裁决"
Lantern Experiences,灯之经验,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:按规则4定译灯之经验 | 规则未覆盖,待人工裁决"
Knock Experiences,启之经验,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:按规则4定译启之经验 | 规则未覆盖,待人工裁决"
Winter Experiences,冬之经验,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:按规则4定译冬之经验 | 规则未覆盖,待人工裁决"
Honour,honour,other,site-hit,0.5,pending,2026-08-11,规则直译(普通词) 待G4审核
Moth Experiences,蛾之经验,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:按规则4定译蛾之经验 | 规则未覆盖,待人工裁决"
Fear,恐惧,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:人工译法恐惧 vs 原fear,按规则4采用(与 Dread approved 一致) | 规则直译(普通词) 待G4审核"
Father Brass,黄铜神父,character,user,1.0,approved,2026-08-11,"用户裁决保留黄铜神父(2026-08-11,覆盖 pending)"
Name,名字,other,self,1.0,approved,2026-08-12,"paratranz复核2026-08-12:普通词常规译法名字,按规则4采用 | 规则直译(普通词) 待G4审核"
Verdant Place,青翠之地,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:按规则2定译青翠之地 | 规则未覆盖,待人工裁决"
Hold,长按,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:人工译法长按 vs 原hold,按规则4采用 | 规则直译(普通词) 待G4审核"
Mark,印迹,other,site,0.95,approved,2026-08-11,site bilingual label[1] (verified)
Indeed,indeed,other,site-hit,0.5,pending,2026-08-11,规则直译(普通词) 待G4审核
Algeria,algeria,other,site-hit,0.5,pending,2026-08-11,规则直译(普通词) 待G4审核
Without,没有,other,self,1.0,approved,2026-08-12,"paratranz复核2026-08-12:普通词常规译法没有,按规则4采用 | 规则直译(普通词) 待G4审核"
Heart Relentless,不息之心,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:按规则2定译不息之心(批9曾作不倦之心) | 规则未覆盖,待人工裁决"
Sunset,日落,other,cs-aligned,1.0,approved,2026-08-11,cs:elements|op.sunset
Whatever,whatever,other,site-hit,0.5,pending,2026-08-11,规则直译(普通词) 待G4审核
Director,院长,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:人工译法院长 vs 原director,按规则4采用 | 规则直译(普通词) 待G4审核"
Want,want,other,site-hit,0.5,pending,2026-08-11,规则直译(普通词) 待G4审核
Course,进程,other,self,1.0,approved,2026-08-12,"paratranz复核2026-08-12:普通词常规译法进程,按规则4采用 | 规则直译(普通词) 待G4审核"
Man,man,other,site-hit,0.5,pending,2026-08-11,规则直译(普通词) 待G4审核
Mystery,神秘,other,self,1.0,approved,2026-08-12,"paratranz复核2026-08-12:普通词常规译法神秘,按规则4采用 | 规则直译(普通词) 待G4审核"
Swiss,瑞士,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:人工译法瑞士 vs 原swiss,按规则4采用 | 规则直译(普通词) 待G4审核"
Entwine,entwine,other,none,0.5,pending,2026-08-11,规则直译(普通词) 待G4审核
Raffish,不羁,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:人工译法不羁 vs 原raffish,按规则4采用(批8曾作花哨浪荡) | 规则直译(普通词) 待G4审核"
MenuClose,关闭菜单,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:人工译法关闭菜单 vs 原menuclose,按规则4采用 | 规则直译(普通词) 待G4审核"
Above All,,other,none,0.3,pending,2026-08-11,"规则未覆盖,待人工裁决"
Physician,医生,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:人工译法医生 vs 原physician,按规则4采用 | 规则直译(普通词) 待G4审核"
Writer,作家,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:人工译法作家 vs 原writer,按规则4采用 | 规则直译(普通词) 待G4审核"
In Europe,在欧洲,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:按规则4定译在欧洲 | 规则未覆盖,待人工裁决"
Dripping,dripping,other,none,0.5,pending,2026-08-11,规则直译(普通词) 待G4审核
Perspiring,perspiring,other,none,0.5,pending,2026-08-11,规则直译(普通词) 待G4审核
Current Dread,当前恐惧,other,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:按规则4定译当前恐惧 | 规则未覆盖,待人工裁决"
Commedia del Sole,太阳喜剧,organization,user,1.0,approved,2026-08-11,用户裁决采纳对方语内译太阳喜剧(覆盖原定译太阳喜剧团)
FNORD,FNORD,meta-word,user,1.0,approved,2026-08-12,"开发者占位标记(非实装文本);用户2026-08-12改裁决:保留原文FNORD(弃原(占位)译法);出现于对话占位行与物品描述(FNORD Enclosure!/hi surprise等6处,修订层rev_20260812_wibble_fnord)"
Hours,司辰,concept,cs-official,1.0,approved,2026-08-11,L2 候选采纳:CS 官方定译(司辰)
Thunderskin,轰雷之皮,aspect,cs-official,1.0,approved,2026-08-11,L2 候选采纳:CS 官方定译(轰雷之皮)
Watchman's Tree,守夜人之树,location,cs-official,1.0,approved,2026-08-11,L2 候选采纳:CS 官方定译(守夜人之树)
Threshold Legion,门关军团,organization,user,1.0,approved,2026-08-11,用户采纳(L2 候选)
Carapace-kind,介壳种,creature,user,1.0,approved,2026-08-11,用户采纳(覆盖 CS 甲壳候选)
The Ministries,联盟,concept,user,1.0,approved,2026-08-11,用户采纳(同 Ministries)
patrocinia,圣庇,concept,self,0.6,pending,2026-08-12,用户改译 2026-08-12:圣护→圣庇(拉丁词:圣徒庇护/护佑义)
The Sheaf,禾捆报,publication,manual_pkg,1.0,approved,2026-08-11,人工包L2既有译稿《禾捆报》;快跑曾自译麦束报、修订层曾改麦束——统一为禾捆报(2026-08-11复核)
Hour,司辰,concept,cs-aligned,1.0,approved,2026-08-11,cs-aligned 大量:XX司辰(fragments/_aspects/books_lore)
Sun,太阳,concept,manual_pkg,0.95,approved,2026-08-11,L2 无敌太阳教会/升阳行动;cs-aligned 太阳
currency,货币,concept,manual_pkg,0.95,approved,2026-08-11,L2 货币(法兰西共和国的货币);cs-aligned 通行货币
State,邦国,location,manual_pkg,0.9,approved,2026-08-11,L2 French State=法兰西邦国;文中[[State]]特指维希法国政权
Traces,痕迹,concept,manual_pkg,0.95,approved,2026-08-11,L2 当前痕迹/4-6 痕迹
Histories,历史,concept,manual_pkg,0.9,approved,2026-08-11,L2 五重历史;cs-aligned Secret Histories=秘史
Henad,太一,concept,manual_pkg,0.9,approved,2026-08-11,L2 Henad=太一;哲学术语 Henad=太一(新柏拉图主义)
Sister-and-Witch,双生巫女,concept,cs-aligned,1.0,approved,2026-08-12,用户裁决 2026-08-12:双生女巫→双生巫女(灰机一览表ⅩⅧ+裂楔图书馆hours.sister一致;Witch-and-Sister=双生女巫勿混)
Ys,伊苏,location,manual_pkg,0.95,approved,2026-08-11,"L2 凡生者皆不可抵达伊苏/圣达哈节前夕,伊苏"
pilgrim,巡礼者,concept,manual_pkg,0.9,approved,2026-08-11,L2 巡礼者(我也曾被称为巡礼者);cs-aligned 同
Principles,准则,concept,manual_pkg,0.9,approved,2026-08-11,L2 基本[[准则]];cs-aligned 准则
Duties,职司,concept,manual_pkg,0.9,approved,2026-08-11,L2 服务[[职司]]/门关军团为服务职司创立
Henades,太一,concept,manual_pkg,0.9,approved,2026-08-11,"L2 Henad=太一,复数同译"
Ivory Dove,骨白鸽,concept,cs-aligned,1.0,approved,2026-08-11,"cs-aligned 骨白鸽祷文/我们拜请骨白鸽;boh wiki 白鸽,官方优先骨白鸽"
Gwendolen,格温德琳,character,manual_pkg,0.95,approved,2026-08-11,L2 格温德琳·法鲁克(亚历山大港学者)
Carapace Cross,介壳种,concept,cs-aligned,1.0,approved,2026-08-11,cs-aligned 《介壳种之歌》/介壳种已消失;L2 同
little joys of night,夜的微小欢愉,other,self,0.5,pending,2026-08-11,"自拟(诗意台词:Below the House, the little joys of night);无先例 待G4"
OOC,OOC,organization,self,0.5,approved,2026-08-12,"用户裁决 2026-08-12:[[OOC]] 保留原缩写;全称 Office of Onteiric Coordination→冥合办公室(Onteiric→太虚,Coordination→冥合)"
Elegiast,悼歌诗人,concept,cs-aligned,1.0,approved,2026-08-11,cs-aligned 悼歌诗人的开价/悼歌诗人乃…司辰
Légion du Seuil,门关军团,organization,manual_pkg,0.95,approved,2026-08-11,"L2 门关军团(助理医师/为服务职司创立,守护万物边界)"
Signs,印记,concept,manual_pkg,0.9,approved,2026-08-11,L2 你的印记与激情/残阳的印记：烁
Horae,时序女神,concept,manual_pkg,0.9,approved,2026-08-11,L2 承认四位时序女神(Horae Canonicae=正时)
Meniscate,弧月,concept,cs-aligned,1.0,approved,2026-08-11,"cs-aligned 弧月祷文/弧月源于光,生于月亮"
Madrugad,昕旦,concept,cs-aligned,1.0,approved,2026-08-11,cs-aligned 昕旦(光源之神)/我们拜请昕旦
Sun-in-Rags,残阳,concept,cs-aligned,1.0,approved,2026-08-11,cs-aligned 残阳(侍奉残阳/日落仪式);L2 残阳的圣茔
remortals,长生者,concept,manual_pkg,0.9,approved,2026-08-11,L2 称为长生者(因献身准则获得不朽的凡类)
Invisible Serapeum,隐形的塞拉皮雍,location,cs-aligned,1.0,approved,2026-08-11,cs-aligned 隐形的塞拉皮雍(亚历山大港);boh wiki 司辰学对应图书馆
histories,历史,concept,manual_pkg,0.9,approved,2026-08-11,"L2/cs-aligned 历史(小写同,与 Histories 一致)"
Gods-who-were-flesh,肉源之神,concept,cs-aligned,1.0,approved,2026-08-11,cs-aligned 上校和狮子匠是肉源之神
lark,百灵鸟,concept,manual_pkg,0.9,approved,2026-08-11,L2 关于[[百灵鸟]]的事
Lark,百灵鸟,concept,manual_pkg,0.9,approved,2026-08-11,L2 百灵鸟的某个核心部件;boh wiki 鸟形司辰之一
Forge of Days,白日铸炉,concept,cs-aligned,1.0,approved,2026-08-11,cs-aligned 白日铸炉(崇敬：铸/铸炉会悔恨)
Legion,军团,organization,manual_pkg,0.7,pending,2026-08-11,L2 语境(我离开军团后);Threshold Legion=门关军团;单列待核
Icarianism,伊加利亚主义,concept,manual_pkg,0.9,approved,2026-08-11,L2 对抗[[伊加利亚主义]]
Pilgrims,巡礼者,concept,manual_pkg,0.9,approved,2026-08-11,L2 七位[[巡礼]]者
Abbey of St Brandan,圣布伦丹修道院,location,manual_pkg,0.95,approved,2026-08-11,L2 圣布伦丹修道院
Bright Art,光之技艺,art,wiki,0.95,approved,2026-08-11,boh.huijiwiki.com/wiki/伟大之术 光之技艺(Bright Arts);L2 [[光之技艺]]一致
Night Art,夜之技艺,art,wiki,0.95,approved,2026-08-11,boh.huijiwiki.com/wiki/伟大之术 夜之技艺(Night Arts);L2 [[夜之技艺]]一致
Sophistication,精致,concept,manual_pkg,0.95,approved,2026-08-11,L2 精致+1(游戏属性)
invisible bag,隐形布袋,other,self,0.5,pending,2026-08-11,自拟(UI 教学彩蛋:invisible token drawn from an invisible bag) 待G4
francisque,法兰西斧币,concept,manual_pkg,0.9,approved,2026-08-11,"货币语境→法兰西斧币;斜体徽记语境(<i>francisque</i>=State徽记)→法兰西斧(徽记),与starry double-axe(缀星双头斧)呼应;禁用[法郎](paratranz曾误译,混淆franc/francisque双币制);词源=法兰克战斧(Task P考证2026-08-11)"
Marseille,马赛,real-place,standard,1.0,approved,2026-08-11,"真实地名,通用中文译名(用户规则2026-08-11)"
Montpellier,蒙彼利埃,real-place,standard,1.0,approved,2026-08-11,"真实地名,通用中文译名(用户规则2026-08-11)"
Béziers,贝济耶,real-place,standard,1.0,approved,2026-08-11,"真实地名,通用中文译名(用户规则2026-08-11)"
Lozère,洛泽尔,real-place,standard,1.0,approved,2026-08-11,"真实地名,通用中文译名(用户规则2026-08-11)"
Genoa,热那亚,real-place,standard,1.0,approved,2026-08-11,"真实地名,通用中文译名(用户规则2026-08-11)"
Côte d'Azur,蔚蓝海岸,real-place,standard,1.0,approved,2026-08-11,"真实地名,通用中文译名(用户规则2026-08-11)"
Winston Churchill,温斯顿·丘吉尔,real-person,standard,1.0,approved,2026-08-11,"真实历史人物,通用中文译名(用户规则2026-08-11)"
Serena Blackwood,塞蕾娜·布莱克伍德,character,self,0.7,pending,2026-08-11,"音译(Serena→塞蕾娜, Blackwood→布莱克伍德)"
Mme Medea Japaridze,美狄亚·贾帕里泽夫人,character,paratranz,0.9,approved,2026-08-12,"paratranz复核2026-08-12:人工译法美狄亚·贾帕里泽夫人 vs 原梅德亚·贾帕里泽夫人,按规则3采用(与 Medea=美狄亚 统一) | Mme→夫人+音译(格鲁吉亚姓)"
François,弗朗索瓦,character,self,0.7,pending,2026-08-11,"真实法语人名,通用译名"
Daphne,达芙妮,character,self,0.7,pending,2026-08-11,"人名/神话名,通用译名"
Cornéline,科尔内利娜,character,self,0.7,pending,2026-08-11,"法语人名,音译"
starry double-axe,缀星双头斧,concept,manual_pkg,0.8,approved,2026-08-11,徽记图案(1943维希1法郎币十星元帅杖对应);francisque徽记同位语描述;Task P考证
Dr,医生/博士(按语境),abbr,self,1.0,approved,2026-08-12,"头衔一律翻译(用户2026-08-12):医疗/称呼语境→医生,学术语境→博士;含 Dr. 变体;已应用:Dr Aubière→欧比耶尔医生/Dr A→A 医生/Dr J.N. Sinombre→J.N.·西诺姆布尔医生"
House of the Sun,太阳居屋,location,user,1.0,approved,2026-08-12,Mansus(漫宿)别称;用户定译 2026-08-12:太阳居屋(与既有译文一致)
Chrysolagnia,恋金癖,concept,user,1.0,approved,2026-08-12,用户研究定译:-lagnia=欲望词缀(algolagnia虐恋癖)→恋金癖;与迷金症成递进(症→癖)
Menninger,曼宁格,character,user,1.0,approved,2026-08-12,用户裁决 2026-08-12:统一译曼宁格;原文另见 Meninger Foundation 拼写变体(单n)
Onteiric,太虚/太虚的,concept,user,1.0,approved,2026-08-12,"用户裁决 2026-08-12:Onteiric=太虚(本体论+梦境学合成词,张载太虚即气);Onteiric Coordination→冥合(柳宗元与万化冥合);onteiric order→太虚的秩序"
Onteirology,太虚学,concept,user,1.0,approved,2026-08-12,用户裁决 2026-08-12:Onteirology=Ontology本体论+Oneirology梦境学→太虚学
Door in the Eye,守夜人,character,wiki,1.0,approved,2026-08-12,司辰(肉源&光源);灰机秘史维基+英文wiki定译;别名 The Watchman
Velvet,丝毧,character,wiki,1.0,approved,2026-08-12,司辰(血源);灰机秘史维基+英文wiki定译
Malachite,环杉,character,wiki,1.0,approved,2026-08-12,司辰(肉源);灰机秘史维基+英文wiki定译
Mother of Ants,蚁母,character,wiki,1.0,approved,2026-08-12,司辰(肉源);灰机秘史维基+英文wiki定译
Colonel,上校,character,wiki,1.0,approved,2026-08-12,司辰(肉源);灰机秘史维基+英文wiki定译
Lionsmith,狮子匠,character,wiki,1.0,approved,2026-08-12,司辰(肉源);灰机秘史维基+英文wiki定译
Beachcomber,拾滩鸦,character,wiki,1.0,approved,2026-08-12,司辰(肉源);灰机秘史维基+英文wiki定译
Red Grail,赤杯,character,wiki,1.0,approved,2026-08-12,司辰(血源);灰机秘史维基+英文wiki定译
Flowermaker,制花人,character,wiki,1.0,approved,2026-08-12,司辰(光源);灰机秘史维基+英文wiki定译
Giribrago,耀山之隙,character,wiki,1.0,approved,2026-08-12,司辰(?);灰机秘史维基+英文wiki定译
Snow,白雪,character,wiki,1.0,approved,2026-08-12,司辰(虚源);灰机秘史维基+英文wiki定译
Blackbone,黑骸,character,wiki,1.0,approved,2026-08-12,司辰(未知);灰机秘史维基+英文wiki定译
Rising Spider,扶摇蜘蛛,character,wiki,1.0,approved,2026-08-12,司辰(虚源);灰机秘史维基+英文wiki定译
Crowned Growth,戴冠之孳,character,wiki,1.0,approved,2026-08-12,司辰(虚源);灰机秘史维基+英文wiki定译
Applebright,光明果,character,wiki,1.0,approved,2026-08-12,司辰(虚源);灰机秘史维基+英文wiki定译
Mare-in-the-Tree,树中牝马,character,wiki,1.0,approved,2026-08-12,司辰(虚源);灰机秘史维基+英文wiki定译
Witness,见证人,character,wiki,1.0,approved,2026-08-12,司辰(虚源);灰机秘史维基+英文wiki定译
Chandler,制烛人,character,wiki,1.0,approved,2026-08-12,司辰(尚未诞生);灰机秘史维基+英文wiki定译
Flint,燧石,character,wiki,1.0,approved,2026-08-12,司辰(石源(已逝));灰机秘史维基+英文wiki定译
Wheel,转轮,character,wiki,1.0,approved,2026-08-12,司辰(石源(已逝));灰机秘史维基+英文wiki定译
Tide,浪潮,character,wiki,1.0,approved,2026-08-12,司辰(石源(已逝));灰机秘史维基+英文wiki定译
Seven-Coils,七蟠,character,wiki,1.0,approved,2026-08-12,司辰(石源(已逝));灰机秘史维基+英文wiki定译
Egg Unhatching,逆孵之卵,character,wiki,1.0,approved,2026-08-12,司辰(石源(已逝));灰机秘史维基+英文wiki定译
Sun-in-Splendour,骄阳,character,wiki,1.0,approved,2026-08-12,司辰(光源(已逝));灰机秘史维基+英文wiki定译
Iasnate Eye,亚斯纳特之眼,item,self,0.95,approved,2026-08-12,"可制作物品(眼形器物,教会波斯火祭传统遗物);词源=阿维斯陀语 yasna(祆教祭仪)+拉丁式-te(置信75%,DDG/Tavily/Exa溯源);规范译名亚斯纳;描述采paratranz人工译[教会更为古老的诸传统,可追溯至波斯的火神崇拜。]"
Ivinek,魅爪仪式,rite,self,0.95,approved,2026-08-12,"根祭仪式(抵御入迷);词源=布列塔尼语 ivin(指甲/紫杉)+-ek 长爪者;转义 krapinell ivinek=魅惑之爪(1732,Devri 词条);意译定稿魅爪仪式(用户2026-08-12裁决:魅惑之爪+仪式类别,弃音译伊维内克,弃东方古籍风格译法);贴图 rite ivanek(v/n换位斯拉夫姓氏拼写彩蛋);图标=蛾+品红三角形(蛾性相/秘史色)"
Chrysolepsis,金痫,concept,user,1.0,approved,2026-08-12,"入迷7-9阶;-lepsis=攫取/发作词尾(catalepsy僵住/epilepsy癫痫被神攫住同源),痫=癫痫发作义;用户裁决金痫(弃幻金症/眩金症,避开症癖后缀);四阶链迷金症→恋金癖→金痫→崩解于金色"
CHRYSOCLASM,崩解于金色,concept,user,1.0,approved,2026-08-12,"入迷10点结局(fascinationEnding,so|Ending);chryso-金+-clasm碎裂(iconoclasm圣像破坏同构,游戏生造词);四阶链终局,病症→事件跃迁(-clasm非病症词尾);用户裁决崩解于金色(弃碎金);结局描述=向光投降渡海"
Mr Chi,齐先生,character,user,1.0,approved,2026-08-12,"商人NPC(HUD MerchantWindow店主,同列杜邦先生/霍布斯先生;对话actor名Chi!);用户裁决齐先生(弃池——Chi亦可为齐Qí的威妥玛Ch'i去撇号拼写);官方播客Skeleton Songs S4E10标题Mr Chi's Magic Emporium(2026-04-27);店名=齐先生的骄盛商行"
Splendid,骄盛,other,user,1.0,approved,2026-08-12,"Splendid Emporium 定译骄盛商行(用户裁决,弃华丽/辉煌);Splendid与Sun-in-Splendour(骄阳,司辰定译)同源,骄字呼应骄阳彩蛋"
Mufti,便装,outfit,self,1.0,approved,2026-08-12,"服装装扮模式(mufti=军队俚语便服civilian clothes,相对uniform制服);Vincent及同伴着装(companion can adopt mufti, patch notes);精灵集 images/mufti/* vs images/uniform/*;无description字段;用户采纳现译便装"
Xose Xinfluence,可塞景响,other,user,1.0,approved,2026-08-12,"调试菜单测试标签(非叙事文本,DebugMenu簇:ZURRENTLY ACTIVE/Skolekosophy/ZOROMACHISTRY/PigTok同族dev humor);Xosé=加利西亚语José(/ʃosɛ/)戏谑化音译可塞(弃何塞);Xinfluence=influence的X化生造→景响(影响谐音怪变,体现戏谑感);用户裁决2026-08-12"
Kedgeree,英式鱼蛋烩饭,item,user,1.0,approved,2026-08-12,"Refreshments茶点补给类(与蜂蜜/维也纳咖啡/阿萨姆茶并列);英式早餐菜(烟熏鱼+蛋+米饭+咖喱);用户裁决意译英式鱼蛋烩饭(弃音译基格里/基杰里);变体mackerel.kedgeree;描述=云雀之子/猫头鹰之女/乌鸦之子鸟隐喻"
Rejoined,归队,state,user,1.0,approved,2026-08-12,"StateSO任务状态机displayName(150+State_系列之一);Vincent同伴归队语境(描述:文森特与我一同离开了疗养院);用户裁决归队(弃重聚)"
BitField,位字段,technical,engine,1.0,approved,2026-08-12,"Unity引擎内置渲染调试UI(DebugUI+BitField,UnityEngine.Rendering)字段标签,非游戏内容;开发者调试面板可见(按~打开),玩家正常游玩不可见;现译位字段定稿"
Occasion,场合,other,user,1.0,approved,2026-08-12,"Outfits服装系统Choices三分之二(Armour/Glamour/Occasion);场合着装概念(描述:我换衣服不如换皮勤快,但比换主意勤快);paratranz原文为Occasion(非Occation typo);现译场合定稿；描述行文以随场合换装呼应(时尚研究2026-08-12:场合装为行业术语但偏正式礼服义,维持场合保持三档二字对称)"
Armour,盔甲,other,paratranz,1.0,approved,2026-08-12,"Outfits服装系统Choices[0](保护档);paratranz人工译法盔甲(用户2026-08-12裁决,弃jsonl甲胄);描述=行头挡住比子弹更微妙的东西(窘迫/被占据)"
Glamour,魅力,other,user,1.0,approved,2026-08-12,"Outfits服装系统Choices[1](魅力档);描述采我方译文[我的行头使我受到尊崇,也取悦他人](exalt尊崇义更准,用户2026-08-12裁决弃paratranz人工版[感到自豪/愉悦])；词源彩蛋:glamour=苏格兰语glamer(grammar变体)本义魔法/魅惑咒语,中文魅=鬼魅惑人暗合,与Bewitch→蛊惑词源姊妹(时尚研究2026-08-12)"
dreamitarium,梦境疗养院,scene,user,1.0,approved,2026-08-12,"内部场景key(UseInScenes/UseAsFirstTrackInScenes技术标识,不在中文提取流,玩家不可见);场景显示名=边境疗养院(sce_dreamitarium._label);词源=dream×sanitarium混成(共享-itarium词尾)=疗养院的梦境层;用户2026-08-12注释定稿梦境疗养院(弃梦象馆/梦疗养院)"
wibble,wibble,technical,user,1.0,approved,2026-08-12,"调试面板占位值(Text组件m_Text,3处同文本:29726/29727/35197,Enum调试UI簇);英俚wibble=胡话/占位词;用户2026-08-12裁决保留原文(弃抖动)"
Zophistication,贼世故,technical,user,1.0,approved,2026-08-12,"真技能Sophistication(精致)的调试变体(S→Z玩笑,50+处TMP数值显示+22/-22/+1);用户裁决贼世故(Z音贼+世故);真技能Sophistication→精致不受影响"
Xegerdemain,小手法,technical,user,1.0,approved,2026-08-12,"Legerdemain(手法)的X化调试玩笑名(仅调试UI,无技能正主);用户裁决小手法(X≈小+手法,弃叉手法)"
Sil,西尔,character,self,1.0,approved,2026-08-12,"西尔万·韦西耶(Sylvain Huissier)的魔宠(familiar,so|Alias 28302 _familiar);昵称式命名(Sil=Sylvain截短,共享西尔字首,魔宠随主人);paratranz仅此一处;现译西尔定稿"
