entry_id,source_text(原文),translation_zh(译文)
so|Footnote|resources.assets|28399|label,Alexandria,亚历山大港
so|Footnote|resources.assets|28401|Choices[0].description,...know.,……知之。
so|Footnote|resources.assets|28401|Choices[0].label,The wise...,智者……
so|Footnote|resources.assets|28401|Choices[1].description,...achieve.,……成之。
so|Footnote|resources.assets|28401|Choices[1].label,The pragmatic... ,务实者……
so|Footnote|resources.assets|28401|Choices[2].description,...face two ways.,……两面皆对。
so|Footnote|resources.assets|28401|Choices[2].label,The versatile... ,多面手……
so|Footnote|resources.assets|28401|description,"A nature that something might possess. Some Aspects are grand occult [[Principles]] like Forge or Lantern. Others are more practical qualities - an outfit might be Warm or Formal. And others touch both worlds - esoteric tools have Aspects like Quell or Entwine, which unlock new choices.",某种事物可能具备的天性。有些性相是宏伟的秘学[[准则]]，如铸或灯。另一些是更实际的品质——一件行头可以是温暖或正式。还有些同时触及两个世界——秘学器物带有[[镇伏]]或[[缠绕]]之类的性相，能解锁新的选项。
so|Footnote|resources.assets|28401|label,Aspect,性相
so|Footnote|resources.assets|28402|Choices[0].description,'It is better to be both loved and feared.',『既被爱又被畏惧，才是更好的。』
so|Footnote|resources.assets|28402|Choices[0].label,Love,爱
so|Footnote|resources.assets|28402|Choices[1].description,"'It is better to be feared than loved, if you cannot be both.'",『若不能两者兼得，被畏惧好过被爱。』
so|Footnote|resources.assets|28402|Choices[1].label,Fear,畏惧
so|Footnote|resources.assets|28402|description,The most significant characters that you've met appear here. Examine them to remind yourself who they are... and how glad they'll be to see you.,你遇见过的那些最重要的人物会出现在这里。检视他们，提醒自己他们是谁……以及见到你时他们会多么高兴。
so|Footnote|resources.assets|28402|label,Associates,相识之人
so|Footnote|resources.assets|28403|description,The Austrian government under Figl has more leeway in the western than the eastern zone - but it still operates under the veto of the Allied Council.,菲格尔领导下的奥地利政府在西部占领区比东部有更大的回旋余地——但它仍须在盟军委员会的否决权之下行事。
so|Footnote|resources.assets|28403|label,Austria Allied Zone,奥地利盟军占领区
so|Footnote|resources.assets|28404|description,"The [[Ministries]] tread more lightly in Austria. Chancellor Figl came alive through Dachau and Malthausen, and found his way back into a coalition government. The Republic of Austria is free of the [[Enemy]], and may yet steer its own course between the greater powers. But the Stars are always watching.",[[联盟]]在奥地利更为克制。总理菲格尔从达豪和毛特豪森生还，设法回到了联合政府之中。奥地利共和国已摆脱[[敌人]]，或许仍能在列强之间把握自己的航向。但[[群星]]始终注视着。
so|Footnote|resources.assets|28404|label,Austria Soviet Zone,奥地利苏军占领区
so|Footnote|resources.assets|28405|Choices[0].description,"In [[Alexandria]], I was relieved to learn that the Aviforms weathered the War in the [[Sun]] much better than most.",在[[亚历山大港]]，得知鸟形诸司辰在太阳中的战争中比大多数司辰过得都好，我松了一口气。
so|Footnote|resources.assets|28405|Choices[0].label,The Dappled Rose,斑纹玫瑰
so|Footnote|resources.assets|28405|Choices[1].description,My heart recalls some matter of the [[lark]] - but that's not an Aviform [[Hour]] I recognise.,我的心隐约记得与[[百灵鸟]]有关的一桩旧事——但那不是我认识的鸟形[[司辰]]。
so|Footnote|resources.assets|28405|Choices[1].label,The Rising Heart,升腾之心
so|Footnote|resources.assets|28405|Choices[2].description,"When I was young and foolish, I tried to find the Roost where the Aviforms exchanged their secret gossip. I'm very glad I failed.",我年轻时又笨又莽，曾试图找到鸟形诸司辰交换秘闻的栖木。我很庆幸自己失败了。
so|Footnote|resources.assets|28405|Choices[2].label,The Roost,栖木
so|Footnote|resources.assets|28405|description,"The Aviform [[Hours]] wear the shapes of birds: twin funeral kites, laughingthrush, dove, crow. My heart would add a magpie to their number. The night would suggest a seventh.",鸟形[[司辰]]披着鸟的形态：孪生的葬礼鸢、笑鸫、鸽子、乌鸦。我的心会为它们再添一只喜鹊。夜晚则会提议第七位。
so|Footnote|resources.assets|28405|label,Aviform,鸟形
so|Footnote|resources.assets|28406|Choices[0].description,"Zachary Wakefield. Quiet, courteous, tenacious.  In those days, he was an atheist and I was not, but he would ask me to sit with him when the storms shook Hush House in autumn. They reminded him too much of artillery-fire.

Later, we were in the Suppression Bureau together. Much later, I learnt that something had invaded him, though I learnt, too, that he kept it in check better than I ever managed.

Wakefield was never a happy man. The night often reminds me gleefully how much Wakefield and I have in common.","扎卡里·韦克菲尔德。沉静、有礼、坚韧。那些年月里他是无神论者，我不是，但秋天风暴撼动[[噤声居屋]]时，他会请我陪他坐着。那风暴让他想起太多炮火。

后来，我们一起在防剿局任职。再后来，我得知有什么东西侵入了他，不过我也得知，他把它压制得比我强得多。

韦克菲尔德从来不是个快活的人。夜晚常常幸灾乐祸地提醒我，韦克菲尔德与我有多少共同之处。"
so|Footnote|resources.assets|28406|Choices[0].label,Zachary,扎卡里
so|Footnote|resources.assets|28406|Choices[1].description,"Before I'd ever left the seminary, Christopher Illopoly had already abandoned a theology degree in Perugia, published two worryingly successful underground books on the invisible arts, and been wounded at the Battle of the Somme. He had recovered by then and was informally employed by the staff of the House. He seemed so much older and wiser, back then. We used to argue about theology, and about his ridiculous partiality with burdock tea.",在我离开神学院之前，克里斯托弗·伊洛波利就已经放弃了佩鲁贾的神学学位，出版了两本关于无形之术的、成功得令人担忧的地下著作，并在索姆河战役中受了伤。那时他已康复，非正式地受雇于噤声居屋的馆员们。当年他显得那么年长而睿智。我们常常争论神学，也争论他对牛蒡茶那荒唐的偏爱。
so|Footnote|resources.assets|28406|Choices[1].label,Christopher,克里斯托弗
so|Footnote|resources.assets|28406|Choices[2].description,"It's difficult to explain Harvey Hattington to those who haven't met him.. He claimed to have consumed the only extant copy of the Fire-Circle Tantra, with butter and garlic. He claimed to have eavesdropped on the Roost of the [[Aviform]] Hours. He would go into the kitchen garden of the House and return with what he claimed were 'transcriptions' of his chats with the bees.

The only verifiable fact about Hattington was that he'd flown with the RFC, and been decorated after he came down behind enemy lines. But he never would talk about that.","要向没见过哈维·哈廷顿的人解释他，是件难事。他声称自己蘸着黄油和大蒜吃掉了《[[火环密续]]》仅存的一册。他声称自己偷听过[[鸟形]]诸司辰的栖木。他会走进噤声居屋的菜园，回来时带着他所声称的、与蜜蜂交谈的『转录稿』。

关于哈廷顿唯一可核实的事实是：他曾随皇家飞行队飞行，并在坠落在敌后之后获得勋章。但他从不肯谈这件事。"
so|Footnote|resources.assets|28406|Choices[2].label,Harvey,哈维
so|Footnote|resources.assets|28406|label,The Barber's Tower,理发师之塔
so|Footnote|resources.assets|28407|Choices[0].description,He sees what is lost -,他看见失落之物——
so|Footnote|resources.assets|28407|Choices[0].label,Watching,注视
so|Footnote|resources.assets|28407|Choices[1].description,He opens the earth -,他掘开大地——
so|Footnote|resources.assets|28407|Choices[1].label,Grubbing,掘土
so|Footnote|resources.assets|28407|Choices[2].description,To him belongs what is not possessed -,不属于任何人的，皆归他所有——
so|Footnote|resources.assets|28407|Choices[2].label,Finding,寻获
so|Footnote|resources.assets|28407|Choices[3].description,Seeds?,种子？
so|Footnote|resources.assets|28407|Choices[3].label,Unearthing,出土
so|Footnote|resources.assets|28407|description,"<i>who sees what is lost;
who opens the earth;
to whom belongs what is not possessed.</i>

Sometimes called the Beachcomber. Of all the [[Aviform]] [[Hours]], perhaps the most straightforward in his motivations - to unearth, and sometimes to keep, what is lost . But he's also the one of whom least is known for certain. He guards his secrets carefully, as the affair of the [[Lark]] recalls. His most acquisitive [[Name]], Crooky, likes to wear even the shapes that others abandon.

[[Long]] who ascend under the Beach-Crow are misers, pirates, archaologists, philatelists, who achieved their estate by thieving treasures from their predecessors. 'Daws', they've been called, and 'grubbers'.
","<i>它看见失落之物；
它掘开大地；
不属于任何人的，皆归它所有。</i>

有时也被称作拾滩鸦。在所有[[鸟形]][[司辰]]中，他的动机或许最直白——掘出失落之物，有时将其据为己有。但他也是人们对他的确知最少的一位。他小心守护着自己的秘密，[[百灵鸟]]那桩旧事便是明证。他最贪得的尊名克罗基，甚至喜欢披上别人抛弃的形态。

在滩鸦之下飞升的[[长生者]]，是守财奴、海盗、考古学家、集邮家，靠窃取前辈的珍宝而成就其家业。人们称他们为『寒鸦』和『掘土者』。"
so|Footnote|resources.assets|28407|label,Beach-Crow,滩鸦
so|Footnote|resources.assets|28408|description,"In the Kingdom of Belgium, Charles of Flanders serves as regent. King Leopold III , accused of cowardice, of treason, and of improper marriage, is exiled and lost behind the frozen borders of Switzerland. Charles is temperate and competent. But he's very close to the British... and he caused a stir when he took his oath before the Combined Chambers in a candle-lit hemicycle.",在比利时王国，佛兰德的查理摄政。[[利奥波德三世]]国王，因怯懦、叛国与不当婚姻之罪被指控，遭到放逐，消失在瑞士冰冻的边境之后。查理温和而能干。但他与英国人走得太近……而且他在烛光半圆议事厅里、在联席议会面前宣誓就职时，引起了一场轰动。
so|Footnote|resources.assets|28408|label,Belgium,比利时
so|Footnote|resources.assets|28409|Choices[0].description,Coincidences cluster wherever the invisible arts are practiced. It's unlikely that any of these facts are related.,"凡修行隐形技艺之处,巧合总是扎堆。这些事实之间,大概并无关联。"
so|Footnote|resources.assets|28409|Choices[0].label,Unrelated,无关
so|Footnote|resources.assets|28409|Choices[1].description,'Serena Blackwood' surely can't be her original name. But I never asked. I didn't want to reopen any old wounds.,「塞蕾娜·布莱克伍德」想必不是她的本名。但我从未问过。我不愿再揭开任何旧伤。
so|Footnote|resources.assets|28409|Choices[1].label,Diplomatic,婉转
so|Footnote|resources.assets|28409|Choices[2].description,'The Serenity of the Black [[Wood]]' is an odd allegory about the [[Vagabond]] leading travellers part-way through a wood before she abandons them. That feels relevant,"《黑[[木材]]之静》是一则古怪的寓言:[[浪游旅人]]领着旅人穿过林中一程,然后弃他们而去。这似乎与当下有些相干。"
so|Footnote|resources.assets|28409|Choices[2].label,Footloose,无拘无束
so|Footnote|resources.assets|28409|description,"Blackwood is the name of a renowned English writer of ghost stories; the title of a scurrilously entertaining Scottish literary magazine; and, as 'Sereno Blackwood', a widely used occult alias.

[[Serena]] Blackwood is of course also the name of a former Librarian who's been good to me.","布莱克伍德是一位以鬼故事闻名的英国作家的姓氏；是一本诙谐得令人莞尔的苏格兰文学杂志的刊名；而『塞蕾诺·布莱克伍德』，是一个被广泛使用的秘学化名。

当然，[[塞蕾娜]]·布莱克伍德也是那位待我很好的前馆员的名字。"
so|Footnote|resources.assets|28409|label,Blackwood,布莱克伍德
so|Footnote|resources.assets|28410|Choices[0].description,"The miners in my congregation came filthy as worms from under the earth, but they were spotless every Sunday in church.","我堂区的矿工们从地底钻出来时,污秽得像蠕虫,可每逢礼拜日走进教堂,总是纤尘不染。"
so|Footnote|resources.assets|28410|Choices[0].label,Miners,矿工
so|Footnote|resources.assets|28410|Choices[1].description,"The light in Cornwall was famous. When I saw a strange face, it was usually a painter.","康沃尔的光,远近闻名。每当我见到陌生的面孔,那多半是位画家。"
so|Footnote|resources.assets|28410|Choices[1].label,Painters,画家
so|Footnote|resources.assets|28410|Choices[2].description,Not many young men left in Brancrug after the war.,"战后,布兰库格已没有多少年轻男子。"
so|Footnote|resources.assets|28410|Choices[2].label,Wounds,创伤
so|Footnote|resources.assets|28410|description,"Brancrug the village, and Brancrug Isle, which sits in a hollow of the Cornish coast like a pupil in an eye. [[Hush House]] stands there: a secret library, a hidden hospital, a sanctuary of peace and healing.

I was the parish priest of Brancrug for almost three years. I didn't exactly lose my faith.","布兰库格村,还有布兰库格岛——它栖于康沃尔海岸的一处凹湾中,如同眼中的瞳仁。[[噤声居屋]]矗立其上:一座秘藏的图书馆,一所隐没的医院,一处安宁与疗愈的庇护所。

我曾担任布兰库格的堂区牧师近三年。我也并非真的失去了信仰。"
so|Footnote|resources.assets|28413|Choices[0].description,I learnt a great deal that day.,"那一天,我学到了很多。"
so|Footnote|resources.assets|28413|Choices[0].label,The Lesson,教训
so|Footnote|resources.assets|28413|Choices[1].description,We paid dearly. ,我们付出了惨重的代价。
so|Footnote|resources.assets|28413|Choices[1].label,The Cost,代价
so|Footnote|resources.assets|28413|Choices[2].description,But when at last we came back to Cambray in '19... we won.,但当我们在 19 年终于回到康布雷时……我们赢了。
so|Footnote|resources.assets|28413|Choices[2].label,The Victory,胜利
so|Footnote|resources.assets|28413|description,"The Second Battle of Cambray, 1919. My first battle, where we almost - almost - broke through. It hung on a knife-edge. Had we broken through, the [[Great War]] might have been over a year earlier. The books will tell you the Germans rallied. But I remember what we found in the church there, and why the Dorsetshires drew back, leaving ten thousand of our own lying dead in the ashes.","1919 年的第二次康布雷战役。我的第一场战役,我们几乎——几乎——就要突破。胜负悬于一线。若当时突破了,[[大战]]或许能提前一年结束。史书会告诉你,德国人重整了旗鼓。但我记得我们在那里的教堂中发现了什么,也记得多塞特团为何后撤,抛下我们一万名弟兄,倒毙于灰烬之中。"
so|Footnote|resources.assets|28413|label,Cambray,康布雷
so|Footnote|resources.assets|28414|Choices[0].description,<i>Aren't we?</i>,<i>我们不是吗?</i>
so|Footnote|resources.assets|28414|Choices[0].label,Ysiens: Elegant,伊苏人:优雅
so|Footnote|resources.assets|28414|Choices[1].description,<i>Says the organism with an <b>alimentary canal</b>. Gaugh.</i>,<i>这话出自一个长着<b>消化道</b>的生物之口。呕。</i>
so|Footnote|resources.assets|28414|Choices[1].label,Ysiens: Revolting,伊苏人:令人作呕
so|Footnote|resources.assets|28414|description,"<i>Yes, darling. Tailed life with a ridged nervous highway down your backs. Fish, birds, lions, you. In Ys, a tail is a novelty.</i>","<i>是的,亲爱的。有尾的生命,背脊上贯着一条隆起的神经大道。鱼、鸟、狮子,还有你。在伊苏,尾巴可是新奇之物。</i>"
so|Footnote|resources.assets|28414|label,Chordate,脊索动物
so|Footnote|resources.assets|28415|Choices[0].description,"Well, anything might be interesting.","唔,任何事都可能有趣。"
so|Footnote|resources.assets|28415|Choices[0].label,Might,或许
so|Footnote|resources.assets|28415|Choices[1].description,"Well, anything can be made interesting.","唔,任何事都能变得有趣。"
so|Footnote|resources.assets|28415|Choices[1].label,Can,可能
so|Footnote|resources.assets|28415|description,"Not significant enough to be a Plan, not menacing enough to be a Threat: just things that have changed in the world that you might want to know about.","还不够格称为计划,也还不够格称为威胁:只是世上已经发生变化、而你或许想要了解的事。"
so|Footnote|resources.assets|28415|label,Circumstances,世事
so|Footnote|resources.assets|28416|Choices[0].description,"For centuries he strove to bring down the established order, of the world, of the [[Hours]].","几个世纪以来,他致力于推翻既有的秩序——世间的秩序,[[司辰]]的秩序。"
so|Footnote|resources.assets|28416|Choices[0].label,Anarchist,无政府主义者
so|Footnote|resources.assets|28416|Choices[1].description,He was close to [[Nina Lagasse]]. She was even rumoured to have tutored him. Though they were never allies.,他与[[尼娜·拉加斯]]交情甚笃。甚至有传言说她曾指点过他。尽管他们从未结为盟友。
so|Footnote|resources.assets|28416|Choices[1].label,Protégé,门生
so|Footnote|resources.assets|28416|Choices[2].description,Coseley valued freedom above anything: even life.,科斯利把自由看得比什么都重:甚至重过性命。
so|Footnote|resources.assets|28416|Choices[2].label,Obliviate,遗忘
so|Footnote|resources.assets|28416|Choices[3].description,"Towards the end, he was said to have changed his views, to something less nihilistic, though no less abstruse...","据说临近终局时,他改变了自己的看法,转向不那么虚无的东西,尽管依旧同样晦涩……"
so|Footnote|resources.assets|28416|Choices[3].label,A Second Edition,第二版
so|Footnote|resources.assets|28416|description,"Julian Coseley - perhaps the most notorious Winter-[[long]] ever to trouble the [[Bureau]]. Winter-long cannot die before (or after) their appointed time, but Coseley was vanquished by a rising competitor, and since that time has been seen only in the strangest seasons.","朱利安·科斯利——恐怕是历来最叫[[防剿局]]头疼的冬之[[长生者]]。冬之长生者只能在命定时刻死去,在此之前或之后都不能;但科斯利败给了一位后起之秀,自那以后,便只会在最怪异的季节里被人看见。"
so|Footnote|resources.assets|28416|label,Coseley,科斯利
so|Footnote|resources.assets|28417|description,"It nearly went the other way. A year ago, the [[Icarians]] were in coalition with the Realists, and he nation was ready to accept reconstruction help from the Acheson Mission. But the Advisory Entity didn't like that at all, and the Icarians started their purges.

The Realists tried to fight. But Beneš, the dying Realist leader, went Crossways to restore his health; and the [[Cross]] in Prague are good [[Icarians]]. Now it's the People's Republic of Czechoslovakia in all but name.","事情几乎朝另一个方向去了。一年前,[[伊加利亚人]]还与现实主义者结盟,而这个国家也已准备好接受艾奇逊使团的重建援助。但顾问实体对此极为不满,伊加利亚人便开始了他们的清洗。

现实主义者试图反抗。但贝奈斯,那位垂死的现实主义者领袖,前往介壳种之路以恢复健康;而布拉格的[[介壳种]]都是忠实的[[伊加利亚人]]。如今,除名义之外,它已是捷克斯洛伐克人民共和国。"
so|Footnote|resources.assets|28417|label,Czechoslovakia,捷克斯洛伐克
so|Footnote|resources.assets|28419|description,"The mortal and immortal institutions, like the [[Bureau]], that from time immemorial kept the hidden world from intruding into the everyday.

All seems a bit pointless now, really.","那些凡人与不朽的机构,如[[防剿局]],自亘古以来守护着隐匿的世界,不让它侵入日常。

如今,这一切似乎都有点徒劳了,真的。"
so|Footnote|resources.assets|28419|label,Duties,职司
so|Footnote|resources.assets|28421|Choices[0].description,Can [[Gleam]] master Eternity?,[[烁]]能驾驭永恒吗?
so|Footnote|resources.assets|28421|Choices[0].label,Shape,塑形
so|Footnote|resources.assets|28421|Choices[1].description,Can [[Corona]] bring us Eternity?,[[冕]]能为我们带来永恒吗?
so|Footnote|resources.assets|28421|Choices[1].label,Enjoy,享受
so|Footnote|resources.assets|28421|Choices[2].description,"[[Moth]] is drawn to the light; but look to the [[Cross]], children of difference, for [[History]].","[[蛾]]为光所吸引;但若想寻得[[历史]],当看向[[介壳种]]——他们是差异之子。"
so|Footnote|resources.assets|28421|Choices[2].label,Struggle,抗争
so|Footnote|resources.assets|28421|Choices[3].description,"One day, everything will be [[Glory]].","终有一日,万物皆为[[辉光]]。"
so|Footnote|resources.assets|28421|Choices[3].label,Aspire,向往
so|Footnote|resources.assets|28421|description,"'O sages standing in God's holy fire 
As in the gold mosaic of a wall,
Come from the holy fire, perne in a gyre,
And be the singing-masters of my soul.'
- Yeats


How do we feel about hierarchy? About consistency? About splendour? Think about perfection. All the [[Hours]] touch Eternity, but no Hour has embraced it, because In Eternity, all [[Histories]] are flattened to a single truth, forever.","「啊,圣贤们,伫立于上帝的神圣之火中,
如金色壁面上的镶嵌画,
自圣火中降临,盘旋入旋涡,
做我灵魂的歌唱之师。」
——叶芝


我们如何看待层级?如何看待始终如一?如何看待辉煌?想想完美吧。所有[[司辰]]都触及永恒,却没有一位司辰拥抱过它,因为在永恒之中,一切[[历史]]都被压平为唯一的真理,直至永远。"
so|Footnote|resources.assets|28421|label,Eternity,永恒
so|Footnote|resources.assets|28422|description,"<i>who cannot harm you;
who cannot find you;
who always has what you desire.</i>

The Flowermaker, born from the sparks of delight of the [[Forge of Days]], fallen like seeds into shadowed soil. The Flowermaker offered us the glittering prizes we most desired - even when our desires were concealed from us.

A dead [[Hour]]; dead and buried.","<i>无法伤害你者;
无法寻见你者;
始终拥有你所渴求之物者。</i>

制花人,诞生于[[白日铸炉]]的欢愉火花,如种子般落入阴影之土。制花人曾将我们最渴望的璀璨奖品奉上——即便那些渴望,对我们自己也秘而不宣。

一位已死的[[司辰]];死去了,也埋葬了。"
so|Footnote|resources.assets|28422|label,Flowermaker,制花人
so|Footnote|resources.assets|28423|Choices[0].description,I don't like chatter.,我不喜欢絮叨。
so|Footnote|resources.assets|28423|Choices[0].label,Subtlety,含蓄
so|Footnote|resources.assets|28423|Choices[1].description,I don't like to miss anything.,我不想错过任何东西。
so|Footnote|resources.assets|28423|Choices[1].label,Certainty,确切
so|Footnote|resources.assets|28423|description,"<b>Subtle</b> [[Footnotes]] only appear in dialogue until you've viewed them, and resolved any choices they offer you. Then they stop bothering you unless you actually search for them. This is our recommended approach. We don't want to patronise you, or badger you with information you already know.

But if you're really worried about missing a Footnote, you can turn Subtle Footnotes off, and they'll always appear in dialogue no matter how many times you've viewed them.","<b>含蓄</b>[[脚注]]只会出现在对话中,直到你查看过它们,并处理了它们给出的选择。之后,它们便不再打扰你,除非你真的去找它们。这是我们推荐的做法。我们不想居高临下地对待你,也不愿拿你已知的信息烦扰你。

但如果你实在担心错过脚注,可以关掉含蓄脚注,那样它们便会一直出现在对话中,无论你已查看过多少次。"
so|Footnote|resources.assets|28423|label,Footnote Subtlety,含蓄脚注
so|Footnote|resources.assets|28424|description,"<i>who remakes with fire;
who ends what will not change;
who ends all nights</i>","<i>以火重塑者;
终结不变之物者;
终结所有夜晚者</i>"
so|Footnote|resources.assets|28424|label,Forge of Days,白日铸炉
so|Footnote|resources.assets|28425|description,"Poisoned by the Enemy's works, shattered by the Allies' revenges. The Western zone is under Allied military government - which for most purposes means Incorporate influence - and the Acheson Mission is closing some of the wounds in the world. But it's not a nation in the way it used to be. It's barely even a place.","为敌人的造物所毒,被盟友的复仇击碎。西区处于盟军军政府治下——在大多数情况下,这意味着[[集团]]的影响——而艾奇逊使团正在弥合这世上的一些伤口。但它已不是昔日意义上的国家了。它甚至几乎称不上一个地方。"
so|Footnote|resources.assets|28425|label,Germany Allied Zone,德国盟占区
so|Footnote|resources.assets|28426|description,The Acheson Mission was launched to rebuild Europe... under a Coronal paradigm. The [[Ministries]] are having none of that. Their most recent response is to blockade Berlin. Anyone from the West trying to reach the capital - even the Allied sector - will need sympathetic intervention or a very unusual plan.,"艾奇逊使团的成立,是为了重建欧洲……奉行冕之范式。[[联盟]]对此绝不买账。他们最近的回应,是封锁柏林。任何试图从西方抵达首都的人——哪怕是盟军管区——都需要善意的干预,或一个极不寻常的计划。"
so|Footnote|resources.assets|28426|label,Germany Soviet Zone,德国苏占区
so|Footnote|resources.assets|28427|description,"The gift the Stars brought the [[Ministries]]. Something like [[Lantern]], but not.","群星赠予[[联盟]]的礼物。有几分像[[灯]],却又不尽相同。"
so|Footnote|resources.assets|28428|description,"Those [[Hours]] who were born into the world as mortals, before they begain their long fierce rise to become the engines of [[Eternity]]'s encroachment.","那些以凡人之躯降生于世的[[司辰]],在开启漫长而炽烈的攀升、成为[[永恒]]侵蚀之引擎之前,曾是血肉之躯。"
so|Footnote|resources.assets|28428|label,Gods-who-were-flesh,肉源之神
so|Footnote|resources.assets|28429|description,"Not quite two hundred square miles forests,不到两百平方英里——森林、山峦、一座小巧迷人的湖:奥地利人、匈牙利人、布尔根兰的克罗地亚人,还有来自边境的无法归类者,一锅杂烩。格劳斯塔克的伯爵们,在哈布斯堡鹰翼的阴影下,守着自家的法律,守着自家的邦议会。即使在二十年代共和国废除贵族之时,变革也未曾触及奥地利的这一隅。在苏联人治下,这光景不会长久,但就眼下而言,此地仍未远离 1880 年代。

而自始至终,达格玛·冯·纳格尔斯堡都在她小小的城堡里,行着小小的宫廷。当地人耸耸肩说:<i>「伯爵夫人保养得不错」</i>。

And through all that time, Dagmar von Nagelsburg has held tiny court in her tiny castle. <i>'Die Gräfin hat sich gut gehalten'</i> the locals say shruggingly.","不到两百平方英里——森林、山峦、一座小巧迷人的湖:奥地利人、匈牙利人、布尔根兰的克罗地亚人,还有来自边界之地的无法归类者,一锅杂烩。格劳斯塔克的伯爵们,在哈布斯堡鹰翼的阴影下,守着自家的法律,守着自家的邦议会。即使在二十年代共和国废除贵族之时,变革也未曾触及奥地利的这一隅。在苏联人治下,这光景不会长久,但就眼下而言,此地仍未远离 1880 年代。

而自始至终,达格玛·冯·纳格尔斯堡都在她小小的城堡里,行着小小的宫廷。当地人耸耸肩说:<i>「伯爵夫人保养得不错」</i>。"
so|Footnote|resources.assets|28429|label,Graustark,格劳斯塔克
so|Footnote|resources.assets|28430|Choices[0].description,"Europe, smashed to haunted ruins...","欧洲,被砸成闹鬼的废墟……"
so|Footnote|resources.assets|28430|Choices[0].label,the War in the World,尘世之战
so|Footnote|resources.assets|28430|Choices[1].description,"The order of the [[Hours]] had its flaws, but they upheld time, sense and symmetry...","[[司辰]]的秩序自有其瑕疵,但他们维系着时间、意义与对称……"
so|Footnote|resources.assets|28430|Choices[1].label,the War in the Sun,太阳之战
so|Footnote|resources.assets|28430|description,"In 1919, the last year of the Great War, I left seminary and volunteered as a chaplain in the Dorsetshire Regiment, where [[Stanislav]] trained me as an exorcist.

The Great War; we really thought that was as bad as it would get. It took twenty years to learn how wrong we were. I'm not sorry I missed...","1919 年,大战的最后一年,我离开神学院,志愿加入多塞特团担任随军牧师,在那里,[[斯坦尼斯拉夫]]将我训练成一名驱魔师。

大战;我们当时真的以为,那已经是最坏的光景了。我们花了二十年,才明白自己错得有多离谱。我并不遗憾自己错过了……"
so|Footnote|resources.assets|28430|label,Great War,大战
so|Footnote|resources.assets|28433|Choices[0].description,"She surrendered her Edges to the newer [[Hours]] once. What happens now, when so many newer [[Hours]] are [[Uncounted]]?","她曾一度将她的刃交予更年轻的[[司辰]]。如今,那么多更年轻的[[司辰]]都已[[除名]],又会发生什么?"
so|Footnote|resources.assets|28433|Choices[0].label,She bears two blades...,她身负双刃……
so|Footnote|resources.assets|28433|Choices[1].description,...or forbids it. Her purpose has always been to separate and distinguish... and so the [[Witch-and-Sister]] is her enemy.,"……抑或禁止。她的职责从来都是分离与区分……因此,[[双生巫女]]是她的敌人。"
so|Footnote|resources.assets|28433|Choices[1].label,She permits passage...,她放行……
so|Footnote|resources.assets|28433|Choices[2].description,Old; cold.,苍老;冰冷。
so|Footnote|resources.assets|28433|Choices[2].label,She waits at the threshold...,她守候在门槛……
so|Footnote|resources.assets|28433|description,"<i>who bears two blades;
who permits passage when passage is to be permitted;
who waits at the threshold.</i>

No [[Hour]] is young, but the Horned-Axe is very old indeed. She's survived at least three wars in the [Sun]. ","<i>身负双刃者;
于当放行之时放行;
守候在门槛之处。</i>

没有哪位[[司辰]]年轻,但角斧确实年迈至极。她已在[太阳]中熬过了至少三场战争。"
so|Footnote|resources.assets|28433|label,Horned-Axe,角斧
so|Footnote|resources.assets|28434|description,"Hungary is quiet beneath the steel blessings of the Stars. The old Republic aligns now with the paradigms of Gleam. But beneath Strigonium, a prince of the Church Solar still holds the Holy Crown. Until he's broken, not quite everything has changed.","在群星钢铁般的赐福之下,匈牙利一片寂静。旧共和国如今已与烁的范式同轨。但在斯特里戈尼乌姆之下,太阳教会的一位亲王仍握着圣冠。在他被粉碎之前,并非一切都已改变。"
so|Footnote|resources.assets|28434|label,Hungary,匈牙利
so|Footnote|resources.assets|28436|Choices[0].description,I believe Fate won.,我相信是命运赢了。
so|Footnote|resources.assets|28436|Choices[0].label,Fate,命运
so|Footnote|resources.assets|28436|Choices[1].description,I reckon Chance won.,我猜是机缘赢了。
so|Footnote|resources.assets|28436|Choices[1].label,Chance,机缘
so|Footnote|resources.assets|28436|Choices[2].description,A butterfly!,一只蝴蝶!
so|Footnote|resources.assets|28436|Choices[2].label,Look!,看!
so|Footnote|resources.assets|28436|description,"<b>""And the players were robed and their faces veiled, and the robes and veils were alike, and their names were Fate and Chance."" - Lord Dunsany, Time and the Gods</b>


What's random, what's fair? If you roll a ten-sided die a hundred times and get a 1 every time, is that fair? Yes, says Chance; no, says Fate (or the other way around).


You <i>can</i> roll a die a hundred times and get the same result every time. So <i>Travelling</i> doesn't use dice - it draws tokens, each numbered 1 to 10, from a bag. (Bone tokens, says one player; no, silver, says the other.) When the bag is empty, we put the tokens back in and shake the bag. There's more than one tile with each number, so you can get the same number a few times in a row. But your luck will always turn.


<b>""Then said Fate to Chance: ""Let us play our old game again."" And they played it again together, using the gods as pieces, as they had played it oft before. So that those things which have been shall all be again...""</b>


When you reload after a save, we always put all the tokens back in and shake it. This means, bluntly, that you can save-scum. It also means that if you keep reloading, everything will be a little more random. We might add a config switch to turn that off.","<b>「棋手们身披长袍,面覆纱巾,长袍与纱巾别无二致,他们的名字,是命运与机缘。」——邓萨尼勋爵,《时间与众神》</b>


